EU753,timber,diversityArea,carbon,diversity,id,type
Tunisia,,,,,8,Timber and diversity exposed zone
Turkey,,,,,8,Timber and diversity exposed zone
Turkmenistan,,,,,8,Timber and diversity exposed zone
Uganda,,,,,8,Timber and diversity exposed zone
Ukraine,,,,,8,Timber and diversity exposed zone
United Arab Emirates,,,,,8,Timber and diversity exposed zone
United Kingdom,,,,,8,Timber and diversity exposed zone
United States,4814371.36857262,4814371.36857262,3990.78021228313,12.6923280033712,8,Timber and diversity exposed zone
Uruguay,,,,,8,Timber and diversity exposed zone
Uzbekistan,,,,,8,Timber and diversity exposed zone
Vanuatu,,,,,8,Timber and diversity exposed zone
Venezuela,,,,,8,Timber and diversity exposed zone
Vietnam,,,,,8,Timber and diversity exposed zone
Western Sahara,,,,,8,Timber and diversity exposed zone
Yemen,,,,,8,Timber and diversity exposed zone
Zambia,,,,,8,Timber and diversity exposed zone
Zimbabwe,,,,,8,Timber and diversity exposed zone
Afghanistan,,,,,10,Timber and carbon exposed zone
Albania,,,,,10,Timber and carbon exposed zone
Algeria,,,,,10,Timber and carbon exposed zone
Angola,,,,,10,Timber and carbon exposed zone
Argentina,,,,,10,Timber and carbon exposed zone
Armenia,,,,,10,Timber and carbon exposed zone
Australia,,,,,10,Timber and carbon exposed zone
Azerbaijan,,,,,10,Timber and carbon exposed zone
Bahamas,,,,,10,Timber and carbon exposed zone
Bangladesh,,,,,10,Timber and carbon exposed zone
Belarus,14597.6729163445,14597.6729163445,48.480899810791,4.65774536132813,10,Timber and carbon exposed zone
Belize,,,,,10,Timber and carbon exposed zone
Benin,,,,,10,Timber and carbon exposed zone
Bhutan,,,,,10,Timber and carbon exposed zone
Bolivia,,,,,10,Timber and carbon exposed zone
Bosnia and Herzegovina,,,,,10,Timber and carbon exposed zone
Botswana,,,,,10,Timber and carbon exposed zone
Brazil,,,,,10,Timber and carbon exposed zone
Brunei Darussalam,,,,,10,Timber and carbon exposed zone
Burkina Faso,,,,,10,Timber and carbon exposed zone
Burundi,,,,,10,Timber and carbon exposed zone
Cambodia,,,,,10,Timber and carbon exposed zone
Cameroon,,,,,10,Timber and carbon exposed zone
Canada,1147644.11765356,1147644.11765356,2295.71097183228,3.84754733439092,10,Timber and carbon exposed zone
Central African Republic,,,,,10,Timber and carbon exposed zone
Chad,,,,,10,Timber and carbon exposed zone
Chile,,,,,10,Timber and carbon exposed zone
China,,,,,10,Timber and carbon exposed zone
Colombia,,,,,10,Timber and carbon exposed zone
Costa Rica,,,,,10,Timber and carbon exposed zone
Cote d'Ivoire,,,,,10,Timber and carbon exposed zone
Cuba,,,,,10,Timber and carbon exposed zone
Dem. Rep. Korea,,,,,10,Timber and carbon exposed zone
Democratic Republic of the Congo,,,,,10,Timber and carbon exposed zone
Djibouti,,,,,10,Timber and carbon exposed zone
Dominican Republic,,,,,10,Timber and carbon exposed zone
Ecuador,,,,,10,Timber and carbon exposed zone
Egypt,,,,,10,Timber and carbon exposed zone
El Salvador,,,,,10,Timber and carbon exposed zone
Equatorial Guinea,,,,,10,Timber and carbon exposed zone
Eritrea,,,,,10,Timber and carbon exposed zone
Ethiopia,,,,,10,Timber and carbon exposed zone
EU,30856790.2164821,30856790.2164821,83217.9846506119,4.10292794364293,10,Timber and carbon exposed zone
Fiji,,,,,10,Timber and carbon exposed zone
Franch_GYN,,,,,10,Timber and carbon exposed zone
Gabon,,,,,10,Timber and carbon exposed zone
Georgia,,,,,10,Timber and carbon exposed zone
Ghana,,,,,10,Timber and carbon exposed zone
Guatemala,,,,,10,Timber and carbon exposed zone
Guinea,,,,,10,Timber and carbon exposed zone
Guinea-Bissau,,,,,10,Timber and carbon exposed zone
Guyana,,,,,10,Timber and carbon exposed zone
Haiti,,,,,10,Timber and carbon exposed zone
Honduras,,,,,10,Timber and carbon exposed zone
Iceland,,,,,10,Timber and carbon exposed zone
India,,,,,10,Timber and carbon exposed zone
Indonesia,,,,,10,Timber and carbon exposed zone
Iran,,,,,10,Timber and carbon exposed zone
Iraq,,,,,10,Timber and carbon exposed zone
Israel,,,,,10,Timber and carbon exposed zone
Jamaica,,,,,10,Timber and carbon exposed zone
Japan,,,,,10,Timber and carbon exposed zone
Jordan,,,,,10,Timber and carbon exposed zone
Kazakhstan,,,,,10,Timber and carbon exposed zone
Kenya,,,,,10,Timber and carbon exposed zone
Kingdom of eSwatini,,,,,10,Timber and carbon exposed zone
Kosovo,,,,,10,Timber and carbon exposed zone
Kuwait,,,,,10,Timber and carbon exposed zone
Kyrgyzstan,,,,,10,Timber and carbon exposed zone
Lao PDR,,,,,10,Timber and carbon exposed zone
Lebanon,,,,,10,Timber and carbon exposed zone
Lesotho,,,,,10,Timber and carbon exposed zone
Liberia,,,,,10,Timber and carbon exposed zone
Libya,,,,,10,Timber and carbon exposed zone
Madagascar,,,,,10,Timber and carbon exposed zone
Malawi,,,,,10,Timber and carbon exposed zone
Malaysia,,,,,10,Timber and carbon exposed zone
Mali,,,,,10,Timber and carbon exposed zone
Mauritania,,,,,10,Timber and carbon exposed zone
Mexico,,,,,10,Timber and carbon exposed zone
Moldova,,,,,10,Timber and carbon exposed zone
Mongolia,,,,,10,Timber and carbon exposed zone
Montenegro,,,,,10,Timber and carbon exposed zone
Morocco,,,,,10,Timber and carbon exposed zone
Mozambique,,,,,10,Timber and carbon exposed zone
Myanmar,,,,,10,Timber and carbon exposed zone
Namibia,,,,,10,Timber and carbon exposed zone
Nepal,,,,,10,Timber and carbon exposed zone
New Caledonia,,,,,10,Timber and carbon exposed zone
New Zealand,,,,,10,Timber and carbon exposed zone
Nicaragua,,,,,10,Timber and carbon exposed zone
Niger,,,,,10,Timber and carbon exposed zone
Nigeria,,,,,10,Timber and carbon exposed zone
North Macedonia,,,,,10,Timber and carbon exposed zone
Northern Cyprus,,,,,10,Timber and carbon exposed zone
Norway,558207.845203202,558207.845203202,1476.91292095184,4.06815667355314,10,Timber and carbon exposed zone
Oman,,,,,10,Timber and carbon exposed zone
Pakistan,,,,,10,Timber and carbon exposed zone
Palestine,,,,,10,Timber and carbon exposed zone
Panama,,,,,10,Timber and carbon exposed zone
Papua New Guinea,,,,,10,Timber and carbon exposed zone
Paraguay,,,,,10,Timber and carbon exposed zone
Peru,,,,,10,Timber and carbon exposed zone
Philippines,,,,,10,Timber and carbon exposed zone
Puerto Rico,,,,,10,Timber and carbon exposed zone
Qatar,,,,,10,Timber and carbon exposed zone
Republic of Korea,,,,,10,Timber and carbon exposed zone
Republic of the Congo,,,,,10,Timber and carbon exposed zone
Russian Federation,227991.575654225,227991.575654225,556.370326042175,4.56143029034138,10,Timber and carbon exposed zone
Rwanda,,,,,10,Timber and carbon exposed zone
Saudi Arabia,,,,,10,Timber and carbon exposed zone
Senegal,,,,,10,Timber and carbon exposed zone
Serbia,,,,,10,Timber and carbon exposed zone
Sierra Leone,,,,,10,Timber and carbon exposed zone
Solomon Islands,,,,,10,Timber and carbon exposed zone
Somalia,,,,,10,Timber and carbon exposed zone
Somaliland,,,,,10,Timber and carbon exposed zone
South Africa,,,,,10,Timber and carbon exposed zone
South Sudan,,,,,10,Timber and carbon exposed zone
Sri Lanka,,,,,10,Timber and carbon exposed zone
Sudan,,,,,10,Timber and carbon exposed zone
Suriname,,,,,10,Timber and carbon exposed zone
Switzerland,1276762.33399492,1276762.33399492,5970.10712528229,4.75975829086556,10,Timber and carbon exposed zone
Syria,,,,,10,Timber and carbon exposed zone
Tajikistan,,,,,10,Timber and carbon exposed zone
Tanzania,,,,,10,Timber and carbon exposed zone
Thailand,,,,,10,Timber and carbon exposed zone
The Gambia,,,,,10,Timber and carbon exposed zone
Timor-Leste,,,,,10,Timber and carbon exposed zone
Togo,,,,,10,Timber and carbon exposed zone
Trinidad and Tobago,,,,,10,Timber and carbon exposed zone
Tunisia,,,,,10,Timber and carbon exposed zone
Turkey,9742.55222451553,9742.55222451553,12.7462062835693,2.10186362266541,10,Timber and carbon exposed zone
Turkmenistan,,,,,10,Timber and carbon exposed zone
Uganda,,,,,10,Timber and carbon exposed zone
Ukraine,56349.571635212,56349.571635212,138.169932365417,4.61773879187448,10,Timber and carbon exposed zone
United Arab Emirates,,,,,10,Timber and carbon exposed zone
United Kingdom,1061974.57216115,1061974.57216115,4170.42831611633,4.33189026569498,10,Timber and carbon exposed zone
United States,4017886.36355276,4017886.36355276,8816.45111083985,4.22352967541213,10,Timber and carbon exposed zone
Uruguay,,,,,10,Timber and carbon exposed zone
Uzbekistan,,,,,10,Timber and carbon exposed zone
Vanuatu,,,,,10,Timber and carbon exposed zone
Venezuela,,,,,10,Timber and carbon exposed zone
Vietnam,,,,,10,Timber and carbon exposed zone
Western Sahara,,,,,10,Timber and carbon exposed zone
Yemen,,,,,10,Timber and carbon exposed zone
Zambia,,,,,10,Timber and carbon exposed zone
Zimbabwe,,,,,10,Timber and carbon exposed zone
Afghanistan,,,,,12,Diversity and carbon exposed zone
Albania,,9294.50491501694,28.0330543518066,5.35526895523071,12,Diversity and carbon exposed zone
Algeria,,,,,12,Diversity and carbon exposed zone
Angola,,,,,12,Diversity and carbon exposed zone
Argentina,,263639.023153252,617.40159034729,23.2601830291748,12,Diversity and carbon exposed zone
Armenia,,,,,12,Diversity and carbon exposed zone
Australia,,8005930.46840678,22472.4673166275,29.7909850821924,12,Diversity and carbon exposed zone
Azerbaijan,,,,,12,Diversity and carbon exposed zone
Bahamas,,,,,12,Diversity and carbon exposed zone
Bangladesh,,90785.7744994701,280.505895614624,19.9900324344635,12,Diversity and carbon exposed zone
Belarus,,,,,12,Diversity and carbon exposed zone
Belize,,11781.6369977718,47.5043029785156,35.2915534973145,12,Diversity and carbon exposed zone
Benin,,719582.431553369,1615.78104496002,29.8138115446446,12,Diversity and carbon exposed zone
Bhutan,,,,,12,Diversity and carbon exposed zone
Bolivia,,35593.7845274759,147.146286010742,63.5847803751628,12,Diversity and carbon exposed zone
Bosnia and Herzegovina,,,,,12,Diversity and carbon exposed zone
Botswana,,,,,12,Diversity and carbon exposed zone
Brazil,,1126729.86271785,4334.23080253601,57.0869516061277,12,Diversity and carbon exposed zone
Brunei Darussalam,,,,,12,Diversity and carbon exposed zone
Burkina Faso,,,,,12,Diversity and carbon exposed zone
Burundi,,,,,12,Diversity and carbon exposed zone
Cambodia,,24046.4463423792,46.0534286499023,39.489465713501,12,Diversity and carbon exposed zone
Cameroon,,73593.3900434513,218.504645347595,62.6652692159017,12,Diversity and carbon exposed zone
Canada,,3558830.89782184,9071.22342300415,6.83330841583781,12,Diversity and carbon exposed zone
Central African Republic,,12274.56062421,50.9607048034668,40.4504508972168,12,Diversity and carbon exposed zone
Chad,,,,,12,Diversity and carbon exposed zone
Chile,,159274.985910565,699.153230667114,16.6533791422844,12,Diversity and carbon exposed zone
China,,1163914.11777274,3388.69228553772,31.8423145132245,12,Diversity and carbon exposed zone
Colombia,,440141.199452823,2041.82448196411,98.5695364210341,12,Diversity and carbon exposed zone
Costa Rica,,230338.570906969,889.363441467285,45.5595859728362,12,Diversity and carbon exposed zone
Cote d'Ivoire,,110058.572172145,370.382499694824,47.2738948398166,12,Diversity and carbon exposed zone
Cuba,,34648.8842659027,114.099145889282,20.9644470214844,12,Diversity and carbon exposed zone
Dem. Rep. Korea,,,,,12,Diversity and carbon exposed zone
Democratic Republic of the Congo,,,,,12,Diversity and carbon exposed zone
Djibouti,,,,,12,Diversity and carbon exposed zone
Dominican Republic,,93195.2058952915,374.873306274414,24.2726092338562,12,Diversity and carbon exposed zone
Ecuador,,86109.2330812748,270.021953582764,101.559981754848,12,Diversity and carbon exposed zone
Egypt,,,,,12,Diversity and carbon exposed zone
El Salvador,,11960.3705497353,47.4348678588867,17.2949409484863,12,Diversity and carbon exposed zone
Equatorial Guinea,,,,,12,Diversity and carbon exposed zone
Eritrea,,,,,12,Diversity and carbon exposed zone
Ethiopia,,12185.0505655659,19.7424583435059,27.4160385131836,12,Diversity and carbon exposed zone
EU,,987233.58374712,2906.84939670563,6.47624247177788,12,Diversity and carbon exposed zone
Fiji,,46931.4905341789,245.11083984375,64.9822492599487,12,Diversity and carbon exposed zone
Franch_GYN,,12256.8783499238,14.4191179275513,165.866439819336,12,Diversity and carbon exposed zone
Gabon,,12295.277319418,22.4155921936035,53.3730926513672,12,Diversity and carbon exposed zone
Georgia,,,,,12,Diversity and carbon exposed zone
Ghana,,36640.7513813248,99.0335388183594,42.4259249369303,12,Diversity and carbon exposed zone
Guatemala,,83230.3509353317,296.61177444458,17.702141898019,12,Diversity and carbon exposed zone
Guinea,,,,,12,Diversity and carbon exposed zone
Guinea-Bissau,,,,,12,Diversity and carbon exposed zone
Guyana,,,,,12,Diversity and carbon exposed zone
Haiti,,,,,12,Diversity and carbon exposed zone
Honduras,,23847.870565815,77.6260185241699,14.0888299942017,12,Diversity and carbon exposed zone
Iceland,,,,,12,Diversity and carbon exposed zone
India,,595046.959167238,2126.94545936584,42.6330040202421,12,Diversity and carbon exposed zone
Indonesia,,611417.57952134,3792.89610481262,90.1511630249023,12,Diversity and carbon exposed zone
Iran,,,,,12,Diversity and carbon exposed zone
Iraq,,,,,12,Diversity and carbon exposed zone
Israel,,,,,12,Diversity and carbon exposed zone
Jamaica,,23417.0467663746,90.9485130310059,37.0553798675537,12,Diversity and carbon exposed zone
Japan,,413916.180002394,1075.72876262665,29.1450265558755,12,Diversity and carbon exposed zone
Jordan,,,,,12,Diversity and carbon exposed zone
Kazakhstan,,,,,12,Diversity and carbon exposed zone
Kenya,,24616.094778526,73.6661567687988,43.7331142425537,12,Diversity and carbon exposed zone
Kingdom of eSwatini,,11068.6418930882,31.5980186462402,44.0518226623535,12,Diversity and carbon exposed zone
Kosovo,,,,,12,Diversity and carbon exposed zone
Kuwait,,,,,12,Diversity and carbon exposed zone
Kyrgyzstan,,,,,12,Diversity and carbon exposed zone
Lao PDR,,23487.7632517006,78.8072013854981,29.6361560821533,12,Diversity and carbon exposed zone
Lebanon,,,,,12,Diversity and carbon exposed zone
Lesotho,,,,,12,Diversity and carbon exposed zone
Liberia,,,,,12,Diversity and carbon exposed zone
Libya,,,,,12,Diversity and carbon exposed zone
Madagascar,,11711.8366259769,69.3726959228516,51.3069725036621,12,Diversity and carbon exposed zone
Malawi,,23734.0301445686,93.387077331543,34.7068004608154,12,Diversity and carbon exposed zone
Malaysia,,417570.531345916,2036.11562252045,119.577851688161,12,Diversity and carbon exposed zone
Mali,,,,,12,Diversity and carbon exposed zone
Mauritania,,,,,12,Diversity and carbon exposed zone
Mexico,,3177133.81621497,8989.66021251679,19.2613439942799,12,Diversity and carbon exposed zone
Moldova,,,,,12,Diversity and carbon exposed zone
Mongolia,,,,,12,Diversity and carbon exposed zone
Montenegro,,,,,12,Diversity and carbon exposed zone
Morocco,,,,,12,Diversity and carbon exposed zone
Mozambique,,34462.0363245735,82.4496021270752,45.6281414031983,12,Diversity and carbon exposed zone
Myanmar,,34284.5289909267,94.332935333252,26.0346037546794,12,Diversity and carbon exposed zone
Namibia,,,,,12,Diversity and carbon exposed zone
Nepal,,10934.8695562466,48.1544876098633,32.722713470459,12,Diversity and carbon exposed zone
New Caledonia,,34384.0920800449,139.814849853516,38.8675155639648,12,Diversity and carbon exposed zone
New Zealand,,894515.876756721,2948.9148683548,36.3470516204834,12,Diversity and carbon exposed zone
Nicaragua,,12049.2347165346,55.1240844726563,29.5889835357666,12,Diversity and carbon exposed zone
Niger,,,,,12,Diversity and carbon exposed zone
Nigeria,,12233.2272355375,14.5794143676758,48.3390274047852,12,Diversity and carbon exposed zone
North Macedonia,,,,,12,Diversity and carbon exposed zone
Northern Cyprus,,,,,12,Diversity and carbon exposed zone
Norway,,17396.7679377831,49.9837598800659,11.5650706291199,12,Diversity and carbon exposed zone
Oman,,,,,12,Diversity and carbon exposed zone
Pakistan,,,,,12,Diversity and carbon exposed zone
Palestine,,,,,12,Diversity and carbon exposed zone
Panama,,12159.8711716213,62.2309722900391,70.1861190795898,12,Diversity and carbon exposed zone
Papua New Guinea,,122150.603823359,283.386129379272,109.166390991211,12,Diversity and carbon exposed zone
Paraguay,,11133.0688087536,33.9099578857422,29.5837745666504,12,Diversity and carbon exposed zone
Peru,,36636.1567591312,156.482841491699,133.949895222982,12,Diversity and carbon exposed zone
Philippines,,132384.034465837,613.755126953125,84.9198102084073,12,Diversity and carbon exposed zone
Puerto Rico,,479902.152182226,1445.58284950256,26.4843455989186,12,Diversity and carbon exposed zone
Qatar,,,,,12,Diversity and carbon exposed zone
Republic of Korea,,329259.303158353,841.285261154175,29.8422544074781,12,Diversity and carbon exposed zone
Republic of the Congo,,,,,12,Diversity and carbon exposed zone
Russian Federation,,93588.0715701782,230.518999099731,5.67750193522527,12,Diversity and carbon exposed zone
Rwanda,,,,,12,Diversity and carbon exposed zone
Saudi Arabia,,,,,12,Diversity and carbon exposed zone
Senegal,,,,,12,Diversity and carbon exposed zone
Serbia,,17585.008029805,30.7044897079468,8.3314847946167,12,Diversity and carbon exposed zone
Sierra Leone,,,,,12,Diversity and carbon exposed zone
Solomon Islands,,24266.2990300301,34.4152965545654,129.196643829346,12,Diversity and carbon exposed zone
Somalia,,,,,12,Diversity and carbon exposed zone
Somaliland,,,,,12,Diversity and carbon exposed zone
South Africa,,332693.027390723,752.939754486084,28.8954521917528,12,Diversity and carbon exposed zone
South Sudan,,,,,12,Diversity and carbon exposed zone
Sri Lanka,,85522.6952542425,341.403842926025,68.0325241088867,12,Diversity and carbon exposed zone
Sudan,,,,,12,Diversity and carbon exposed zone
Suriname,,,,,12,Diversity and carbon exposed zone
Switzerland,,382944.148641257,1222.49671554565,6.86361332999335,12,Diversity and carbon exposed zone
Syria,,,,,12,Diversity and carbon exposed zone
Tajikistan,,,,,12,Diversity and carbon exposed zone
Tanzania,,36738.1527308364,100.232364654541,31.3220246632894,12,Diversity and carbon exposed zone
Thailand,,414403.452397996,1129.58485031128,31.5429194859096,12,Diversity and carbon exposed zone
The Gambia,,,,,12,Diversity and carbon exposed zone
Timor-Leste,,,,,12,Diversity and carbon exposed zone
Togo,,36611.7539608849,102.363656997681,33.6172650655111,12,Diversity and carbon exposed zone
Trinidad and Tobago,,,,,12,Diversity and carbon exposed zone
Tunisia,,,,,12,Diversity and carbon exposed zone
Turkey,,,,,12,Diversity and carbon exposed zone
Turkmenistan,,,,,12,Diversity and carbon exposed zone
Uganda,,24616.8245978748,45.8600177764893,21.1865301132202,12,Diversity and carbon exposed zone
Ukraine,,72439.4870987137,142.752575874329,7.23365004857381,12,Diversity and carbon exposed zone
United Arab Emirates,,,,,12,Diversity and carbon exposed zone
United Kingdom,,28871.1203133087,134.412399291992,7.88008081912994,12,Diversity and carbon exposed zone
United States,,36371031.6699935,103968.188053131,12.2712037372283,12,Diversity and carbon exposed zone
Uruguay,,30687.2483974869,67.3042640686035,26.0906378428141,12,Diversity and carbon exposed zone
Uzbekistan,,,,,12,Diversity and carbon exposed zone
Vanuatu,,23767.7587879318,75.6980743408203,131.082542419434,12,Diversity and carbon exposed zone
Venezuela,,48522.6741826584,163.077869415283,69.6907024383545,12,Diversity and carbon exposed zone
Vietnam,,92807.9663161112,322.701337814331,36.4658887386322,12,Diversity and carbon exposed zone
Western Sahara,,,,,12,Diversity and carbon exposed zone
Yemen,,,,,12,Diversity and carbon exposed zone
Zambia,,11869.9410429447,24.3278102874756,21.8413257598877,12,Diversity and carbon exposed zone
Zimbabwe,,34781.5707763607,48.3128118515015,21.6885954538981,12,Diversity and carbon exposed zone
Afghanistan,,,,,15,"Timber, diversity and carbon exposed zone"
Albania,,,,,15,"Timber, diversity and carbon exposed zone"
Algeria,,,,,15,"Timber, diversity and carbon exposed zone"
Angola,,,,,15,"Timber, diversity and carbon exposed zone"
Argentina,31908.8260728546,31908.8260728546,101.945642471313,26.3323796590169,15,"Timber, diversity and carbon exposed zone"
Armenia,,,,,15,"Timber, diversity and carbon exposed zone"
Australia,4512098.10715215,4512098.10715215,12351.3938989639,29.7025008067133,15,"Timber, diversity and carbon exposed zone"
Azerbaijan,,,,,15,"Timber, diversity and carbon exposed zone"
Bahamas,,,,,15,"Timber, diversity and carbon exposed zone"
Bangladesh,113763.530613008,113763.530613008,380.58288192749,19.8572687149048,15,"Timber, diversity and carbon exposed zone"
Belarus,,,,,15,"Timber, diversity and carbon exposed zone"
Belize,,,,,15,"Timber, diversity and carbon exposed zone"
Benin,,,,,15,"Timber, diversity and carbon exposed zone"
Bhutan,,,,,15,"Timber, diversity and carbon exposed zone"
Bolivia,,,,,15,"Timber, diversity and carbon exposed zone"
Bosnia and Herzegovina,,,,,15,"Timber, diversity and carbon exposed zone"
Botswana,,,,,15,"Timber, diversity and carbon exposed zone"
Brazil,302308.738089475,302308.738089475,1033.00478935242,41.7679658819128,15,"Timber, diversity and carbon exposed zone"
Brunei Darussalam,12271.3153416817,12271.3153416817,11.5721607208252,124.310401916504,15,"Timber, diversity and carbon exposed zone"
Burkina Faso,,,,,15,"Timber, diversity and carbon exposed zone"
Burundi,,,,,15,"Timber, diversity and carbon exposed zone"
Cambodia,,,,,15,"Timber, diversity and carbon exposed zone"
Cameroon,,,,,15,"Timber, diversity and carbon exposed zone"
Canada,2110384.64762798,2110384.64762798,3892.29716205597,9.02099982372,15,"Timber, diversity and carbon exposed zone"
Central African Republic,,,,,15,"Timber, diversity and carbon exposed zone"
Chad,,,,,15,"Timber, diversity and carbon exposed zone"
Chile,58485.7500586586,58485.7500586586,335.503341674805,8.3703023592631,15,"Timber, diversity and carbon exposed zone"
China,2408965.47938727,2408965.47938727,7524.70023822785,36.4238573665972,15,"Timber, diversity and carbon exposed zone"
Colombia,12078.7122251535,12078.7122251535,26.4921932220459,60.5869064331055,15,"Timber, diversity and carbon exposed zone"
Costa Rica,,,,,15,"Timber, diversity and carbon exposed zone"
Cote d'Ivoire,,,,,15,"Timber, diversity and carbon exposed zone"
Cuba,,,,,15,"Timber, diversity and carbon exposed zone"
Dem. Rep. Korea,,,,,15,"Timber, diversity and carbon exposed zone"
Democratic Republic of the Congo,,,,,15,"Timber, diversity and carbon exposed zone"
Djibouti,,,,,15,"Timber, diversity and carbon exposed zone"
Dominican Republic,,,,,15,"Timber, diversity and carbon exposed zone"
Ecuador,12308.9596683843,12308.9596683843,39.2880897521973,60.68603515625,15,"Timber, diversity and carbon exposed zone"
Egypt,,,,,15,"Timber, diversity and carbon exposed zone"
El Salvador,,,,,15,"Timber, diversity and carbon exposed zone"
Equatorial Guinea,,,,,15,"Timber, diversity and carbon exposed zone"
Eritrea,,,,,15,"Timber, diversity and carbon exposed zone"
Ethiopia,,,,,15,"Timber, diversity and carbon exposed zone"
EU,3942145.68438088,3942145.68438088,10647.7267599106,6.80549054434805,15,"Timber, diversity and carbon exposed zone"
Fiji,,,,,15,"Timber, diversity and carbon exposed zone"
Franch_GYN,,,,,15,"Timber, diversity and carbon exposed zone"
Gabon,,,,,15,"Timber, diversity and carbon exposed zone"
Georgia,,,,,15,"Timber, diversity and carbon exposed zone"
Ghana,,,,,15,"Timber, diversity and carbon exposed zone"
Guatemala,,,,,15,"Timber, diversity and carbon exposed zone"
Guinea,,,,,15,"Timber, diversity and carbon exposed zone"
Guinea-Bissau,,,,,15,"Timber, diversity and carbon exposed zone"
Guyana,,,,,15,"Timber, diversity and carbon exposed zone"
Haiti,,,,,15,"Timber, diversity and carbon exposed zone"
Honduras,,,,,15,"Timber, diversity and carbon exposed zone"
Iceland,,,,,15,"Timber, diversity and carbon exposed zone"
India,415015.821647287,415015.821647287,1469.88350486755,43.5932353973389,15,"Timber, diversity and carbon exposed zone"
Indonesia,60988.9259022376,60988.9259022376,231.838317871094,78.315544128418,15,"Timber, diversity and carbon exposed zone"
Iran,,,,,15,"Timber, diversity and carbon exposed zone"
Iraq,,,,,15,"Timber, diversity and carbon exposed zone"
Israel,,,,,15,"Timber, diversity and carbon exposed zone"
Jamaica,,,,,15,"Timber, diversity and carbon exposed zone"
Japan,853902.709500212,853902.709500212,1880.32246303558,28.3271350187414,15,"Timber, diversity and carbon exposed zone"
Jordan,,,,,15,"Timber, diversity and carbon exposed zone"
Kazakhstan,,,,,15,"Timber, diversity and carbon exposed zone"
Kenya,,,,,15,"Timber, diversity and carbon exposed zone"
Kingdom of eSwatini,,,,,15,"Timber, diversity and carbon exposed zone"
Kosovo,,,,,15,"Timber, diversity and carbon exposed zone"
Kuwait,,,,,15,"Timber, diversity and carbon exposed zone"
Kyrgyzstan,,,,,15,"Timber, diversity and carbon exposed zone"
Lao PDR,,,,,15,"Timber, diversity and carbon exposed zone"
Lebanon,,,,,15,"Timber, diversity and carbon exposed zone"
Lesotho,,,,,15,"Timber, diversity and carbon exposed zone"
Liberia,,,,,15,"Timber, diversity and carbon exposed zone"
Libya,,,,,15,"Timber, diversity and carbon exposed zone"
Madagascar,,,,,15,"Timber, diversity and carbon exposed zone"
Malawi,11858.6272093933,11858.6272093933,34.4460182189941,28.9180126190186,15,"Timber, diversity and carbon exposed zone"
Malaysia,49156.9293091199,49156.9293091199,131.139249801636,121.87903213501,15,"Timber, diversity and carbon exposed zone"
Mali,,,,,15,"Timber, diversity and carbon exposed zone"
Mauritania,,,,,15,"Timber, diversity and carbon exposed zone"
Mexico,23343.3275788788,23343.3275788788,53.8026962280274,6.7090117931366,15,"Timber, diversity and carbon exposed zone"
Moldova,,,,,15,"Timber, diversity and carbon exposed zone"
Mongolia,,,,,15,"Timber, diversity and carbon exposed zone"
Montenegro,,,,,15,"Timber, diversity and carbon exposed zone"
Morocco,,,,,15,"Timber, diversity and carbon exposed zone"
Mozambique,,,,,15,"Timber, diversity and carbon exposed zone"
Myanmar,22139.5481988514,22139.5481988514,55.9834575653076,30.6852445602417,15,"Timber, diversity and carbon exposed zone"
Namibia,,,,,15,"Timber, diversity and carbon exposed zone"
Nepal,21800.4101047401,21800.4101047401,65.8765659332275,23.9962692260742,15,"Timber, diversity and carbon exposed zone"
New Caledonia,,,,,15,"Timber, diversity and carbon exposed zone"
New Zealand,1211295.33597479,1211295.33597479,4676.49641036987,36.6048832999335,15,"Timber, diversity and carbon exposed zone"
Nicaragua,,,,,15,"Timber, diversity and carbon exposed zone"
Niger,,,,,15,"Timber, diversity and carbon exposed zone"
Nigeria,,,,,15,"Timber, diversity and carbon exposed zone"
North Macedonia,,,,,15,"Timber, diversity and carbon exposed zone"
Northern Cyprus,,,,,15,"Timber, diversity and carbon exposed zone"
Norway,106191.142253325,106191.142253325,332.467344284058,9.05448952843161,15,"Timber, diversity and carbon exposed zone"
Oman,,,,,15,"Timber, diversity and carbon exposed zone"
Pakistan,,,,,15,"Timber, diversity and carbon exposed zone"
Palestine,,,,,15,"Timber, diversity and carbon exposed zone"
Panama,,,,,15,"Timber, diversity and carbon exposed zone"
Papua New Guinea,,,,,15,"Timber, diversity and carbon exposed zone"
Paraguay,,,,,15,"Timber, diversity and carbon exposed zone"
Peru,,,,,15,"Timber, diversity and carbon exposed zone"
Philippines,85339.9361034691,85339.9361034691,454.814262390137,103.645204816546,15,"Timber, diversity and carbon exposed zone"
Puerto Rico,,,,,15,"Timber, diversity and carbon exposed zone"
Qatar,,,,,15,"Timber, diversity and carbon exposed zone"
Republic of Korea,1646929.97096832,1646929.97096832,4032.82517242432,30.155482899059,15,"Timber, diversity and carbon exposed zone"
Republic of the Congo,,,,,15,"Timber, diversity and carbon exposed zone"
Russian Federation,32546.6373145721,32546.6373145721,63.8935489654541,5.98955678939819,15,"Timber, diversity and carbon exposed zone"
Rwanda,,,,,15,"Timber, diversity and carbon exposed zone"
Saudi Arabia,,,,,15,"Timber, diversity and carbon exposed zone"
Senegal,,,,,15,"Timber, diversity and carbon exposed zone"
Serbia,,,,,15,"Timber, diversity and carbon exposed zone"
